raw_text
Kiếm trọ gấp lun ai nam cho ở ghép được ko tui cx lọ mọ tìm trọ mãi
Góp ý là trường chụp cái ảnh khác chào chuẩn hơn đi chào mỗi đứa sai 1 kiểu ngứa mắt quá
Không xe không nhà thì ở lại nhà wc trường được không ạ
Nghe nói ae bảo hết phòng ở KTX chắc ở ngủ ngoài đường thôi=)))
Mình ko nhận được giấy báo trên gmail
20.55 liệu có đỗ truyền thông đa phương tiện kh ạ
Nam 2024 lay 21 diem. Nam nay k biet lay bn
Có điểm chưa trường ơiii e sốt ruột quá
Mấy h trường mình công bố điểm chuẩn vậy ạ
Trường mình vẫn chưa có điểm chuẩn
Bao giờ có đợt 2 vậy
Long lâu quá bro:)) chờ đợi mệt mỏi
Hóng quá ạ không biết em có đỗ không ạ
Admin cho mình hỏi đã có thông báo về tuyển sinh bổ sung chưa ạ
Nhà e thuộc hộ cận nghèo giờ đăng ký ở ký túc có được ko ạ
Giờ đk có được ở ký túc không v
Em ở gầm cầu
Trường mình có mở đky đợt hai k ạ
Trường còn xét đợt 2 k ạ
Tầm mấy giờ vậy ạ
Nếu chưa nộp lệ phí có đỗ k ạ
kia là cả điểm xét học bạ lẫn điểm thi ạ
e chưa thấy tb gửi về gmail
Lúc nào có thông báo về gmail nhỉ
bao giờ thì làm thủ tục nhập học v ạ
Bao giờ thì có giấy báo trúng tuyển ạk
nhà hơi xa đến muộn xíu nên muốn hỏi chút là sáng trường mình bình thường làm việc đến mấy giờ là nghỉ rồi ạ
Có bạn nào có giấy trúng tuyển và giấy nhập học chưa về mail chưa ạ
Mình muốn thuê phòng trọ cho con gái gần trường ạ cả nhà ai có phòng cho thuê K ạ
Vui vch
Tsv CNTT K24 điểm danh lẹ đi
Trường mùng mấy là bắt đầu học vậy
Em mặc váy được k trường
Đình Giang bạn đâu
Dong Mạnh Lý Diệu Linh Đức Mạnh
Lưu Vũ a đón e nhập học nhé
Đỗ rùi các pác ưi
ICTU xịn xò quá
Tsv CNTT K24 điểm danh lẹ đi
Trg mn cbi đón sv xịn xò lắm lun
Nơi chắp cánh ước mơ của iem rùi
Đồng phục fresh vl
KTPM xin 1 cánh tay
Chúc ae K24 học hành thi đâu đỗ đó nha
Tnv nhiệt tình dã man
Hóng ngày nhập học qá đii
Về vs đội của ICTU nè
Thái Nguyên thẳng tiến Sắp gặp crush rùi
4 năm thanh xuân của tui là ở đây
Trg ơi gửi mail cho iem lẹ đii
Đã có giấy báo trúng tuyển rùi
Mn ơi ai TTĐPT hú 1 tiếng nào
Trg mình tổ chức sự kiện đón sv chuyên nghiệp ghê
Iu trg mình nhứt Quyết tâm học giỏi lun
Ai An ninh mạng k cho xin in4
Tui đã xog thủ tục online
Chắc chắn đậu rùi Nộp hồ sơ lẹ đê
Sv K24 sẵn sàng chiến hết mình
Học ở ICTU là chân ái
Đã nhận đc mail trúng tuyển
Ai chung ngành Khoa học MT k inbox lẹ
K24 ơi nhập học thui chờ gì nữa
Hóng đc gặp thầy cô với bạn bè mới
Đồng phục trg mình mặc lên auto đẹp trai xinh gái
Trg mình hỗ trợ tìm trọ xịn quá
Cùng nhau làm nên lịch sử K24 nha
Hoàngg Daăng CNTT xin chào mn nha
Trg mình có clb hiphop k cho tui tham gia vs
Bao h nhập học trực tiếp mn ưi
Tui đã chuẩn bị mọi thứ rùi Chỉ chờ ngày đi thui
Đỗ ngành mình thick rùi
ICTU là best choice của tui rùi
Tuyệt vời ông mặt trời Trg mình quá chất
Hóng đc gặp các anh chị TNV đẹp trai xinh gái
Đã đăng ký KTX rùi
Tui tin là trg mình đào tạo rất xịn
Yêu trg mình từ cái nhìn đầu tiên lun
Tsv k24 chúng ta sẽ làm nên chuyện
Chắc chắn rùi tui sẽ học hành chăm chỉ
Trg mn tâm lý vl Nghỉ hè có 2 tuần vẫn tươi
Được các anh chị che ô cho Thích dã man
Mn đã hoàn thành hồ sơ hết chưa
ICTU 4ever Sẽ cố gắng đạt học bổng
Hóng ngày đi học gặp gỡ tsv khác
Trg ơi cho iem xin mail trúng tuyển lẹ đii
Cntt chào ae nha
Trg mình luôn đặt sv lên hàng đầu
Tự động hoá K24 đâu hết rùi hú
Trg mình có hỗ trợ sv nghèo k ạ
Học phí ổn áp quá
Tui đã sẵn sàng cho 4 năm đại học
Nhập học xong về lun cũng đc
Tuyệt vời quá Trg mình quá đỉnh
Ai cùng tỉnh k lập hội đi học chung
Chờ điểm chuẩn mà tui tự tin vãi
Học ở ICTU tương lai auto sáng
Ai Khoa học MT k lập team học nhóm
Tui đã có giấy báo trúng tuyển trong tay
Chúc mừng tất cả sv K24 nha
Trg mình xịn quá tui ko hối hận
Điểm tui 24.5 liệu có đỗ CNTT k mn đợt 2 vại
Mail trúng tuyển chưa về Làm sao bây giờ
Ai có kn tìm trọ khu vực trg cho tui xin vs
Điểm năm nay thấp hơn năm ngoái Liệu có lách luật k
cùng ngành Kỹ thuật phần mềm kết giao ạ
Đã có giấy báo trúng tuyển về mail chưa ạ Hien Hien check lẹ
Mạng máy tính xin cánh tay ạ
Có bạn nào kinh nghiệm tìm trọ khu vực trường mình không ạ Chia sẻ cho mình ít kinh nghiệm mình cảm ơn
Nhà trường khi nào xét tuyển bổ sung đợt 2 vậy ạ
Điểm học bạ của em 26 đỗ Marketing khum nhỉ
Trường có tuyển bổ xung đợt 3 không ạ
Có ai có mail trường gửi về chưa ạ:))) Hoa Hoa check đi
Trường lên cho em hồ sơ nhập học đii trường
Cho hỏi trường có ngành nào xét khối D07 không ạ
Ngành Công nghệ Ô tô có dễ xin việc không
Điểm năm nay thấp hơn dự kiến
Trường có đợt 2 k ạ
Trg có đợt 2 k ạ
Sao chưa thấy mail Trg có gửi nhầm k
Ngành Mạng máy tính bị khai tử rùi
Kiếm trọ gấp ai cho ở ghép k Tui tìm mãi k thấy
Trg chụp ảnh đón sv hơi fail 1 chút Tui góp ý nhẹ
K có xe k có trọ tui ngủ ở nhà wc trg đc k Nói đùa thôi ạ
Nghe bảo KTX full rùi Tui cbi ngủ ngoài đường
Trg ơi con tui chưa có tin nhắn trúng tuyển
Tui k nhận đc giấy báo qua mail Check lại giúp tui
App đăng nhập lỗi hoài Trg fix lẹ đê
Xung quanh trg còn phòng trọ giá rẻ k mn
20.55 có đỗ TTĐPT k Tui run quá
Trg ơi đừng làm tui đau tim nữa Công bố điểm lẹ đi
Im lặng vcl
Tui bị lỡ đợt 1 rùi Có đợt 2 k trg
Chưa có điểm chuẩn
Shop ơi bế em đi làm ơn
Chờ lâu quá
Hóng quá k bt mình có đỗ k
Ai có kn thuê trọ gần trg cho tui xin vs
Ktx full rùi tui cbi ngủ gầm cầu
Trg mình k khai giảng lun hả
Nhà tui nghèo tiền ăn k đủ Lên trg có chỗ ở k
 Lan Anh  Minh Hiếu mình đỗ chung ngành rồi nè
 Thảo Linh  Huy Hoàng nhớ lên nhập học chung nha
Em hóng ngày được gặp các anh chị TNV quá
Trường ơi cho em hỏi có CLB Tiếng Anh không ạ
Em đã hoàn thành hồ sơ nhập học online rồi ạ
Quang Anh  Ngọc Mai chuẩn bị đồ lên Thái Nguyên thôi
Em thấy trường mình cơ sở vật chất ổn áp lắm luôn
Em rất vui khi được trở thành tân sinh viên K24
Linh Chi  Văn Nam ngành mình có dễ học không ạ
Em muốn hỏi về học bổng khuyến khích học tập
Các anh chị khóa trên review ngành Truyền thông Đa phương tiện giúp em với
Em thấy khu vực trường có nhiều phòng trọ không ạ
Trường mình đã có thông báo về thời gian học chính trị chưa ạ
Hoàng Anh em có tên trong danh sách rồi nè
Em chỉ có một mình có bạn nào ở KTX cùng em không
Trường ơi bao giờ có giấy báo trúng tuyển gửi về nhà ạ
Em muốn hỏi về thủ tục làm thẻ sinh viên
Khánh Ly  Phương Thảo cùng ngành CNTT kết bạn nha
Em nghe nói trường có nhiều hoạt động tình nguyện thú vị
Lan Anh Minh Hiếu mình đỗ chung ngành rồi nè
Thảo Linh Huy Hoàng nhớ lên nhập học chung nha
Em hóng ngày được gặp các anh chị TNV quá
xét hb 2567đ mà k thấy có tên là sao nhỉ
Trường ơi cho em hỏi có CLB Tiếng Anh không ạ
Em đã hoàn thành hồ sơ nhập học online rồi ạ
Quang Anh Ngọc Mai chuẩn bị đồ lên Thái Nguyên thôi
Em thấy trường mình cơ sở vật chất ổn áp lắm luôn
Em rất vui khi được trở thành tân sinh viên K24
yee đỗ ròi 
Linh Chi Văn Nam ngành mình có dễ học không ạ
Em muốn hỏi về học bổng khuyến khích học tập
Các anh chị khóa trên review ngành Truyền thông Đa phương tiện giúp em với
Em thấy khu vực trường có nhiều phòng trọ không ạ
Trường mình đã có thông báo về thời gian học chính trị chưa ạ
Hoàng Anh em có tên trong danh sách rồi nè
Nhập học rồi có đổi nguyện vọng được không Ad ơi?
Có ai có thông báo trúng tuyển trên mail chx ạ
Quang Duy thử trường này đuy
Trường có xét đợt 2 ko ạ
Sời thủ khoa tkdh :))
đỗ rồi zeeeee
đỗ rồi zeeeee
+1 sinh viên
Em chỉ có một mình có bạnSời thủ khoa tkdh :))
 nào ở KTX cùng em không
Trường ơi bao giờ có giấy báo trúng tuyển gửi về nhà ạ
Em muốn hỏi về thủ tục làm thẻ sinh viên
Khánh Ly Phương Thảo cùng ngành CNTT kết bạn nha
Em nghe nói trường có nhiều hoạt động tình nguyện thú vị
Trường mình có hỗ trợ sinh viên ngoại tỉnh tìm trọ không ạ
Em rất thích không khí năng động của trường mình
Tiến Dũng Thanh Huyền đăng ký ở KTX chưa
Em muốn hỏi về các lớp học tiếng Anh tăng cường
Trường mình có hỗ trợ sinh viên vay vốn không ạ
Em thấy đồng phục trường mình rất đẹp
Em hỏi trường mình có khu tự học nào yên tĩnh không ạ
Em rất tự hào khi đỗ vào ngành Kỹ thuật Phần mềm
Huy Nguyệt Anh nhớ mang đủ hồ sơ nhé
Em muốn hỏi về các địa điểm ăn uống xung quanh trường
Trường mình có cần khám sức khỏe trước khi nhập học không ạ
Em rất mong chờ 4 năm đại học sắp tới tại ICTU
Văn Đạt Thùy Trang chuẩn bị tiền đóng học phí nha
Em muốn hỏi về thủ tục đăng ký tham gia CLB
Trường ơi thông báo về lịch học chính thức đi ạ
Em thấy điểm chuẩn năm nay khá hợp lý
Hoàng Long có cần đăng ký tham gia lễ đón tân sinh viên không ạ
Em muốn hỏi về quy trình nhận phòng KTX
Các anh chị khóa trên cho em xin ít kinh nghiệm học CNTT ạ
Em thấy trường rất quan tâm đến sinh viên
Minh Đức Thu Hà ngành mình học có khó lắm không
Em muốn hỏi về các môn học đại cương
tại sao k có tên mk trong danh sách nhỉ
e yêu trường lắm
Đỗ rồi:))
Tke đồ họa tân sinh viên chào mọi người hehe
Phương Lý đi học th :))
Trường mình có tổ chức sự kiện chào mừng tân sinh viên không ạ
Trường ơi bao giờ thì có thời khóa biểu chính thức ạ
Em thấy chất lượng đào tạo của trường rất tốt
Tiến Mạnh Bảo Ngọc cùng nhau cố gắng nha
Em muốn hỏi về các phòng máy tính của trường
Trường mình có hỗ trợ sinh viên làm thêm không ạ
Em rất háo hức được đi học rồi
Lê Văn Hải Yến mình nộp hồ sơ ở đâu ạ
Em muốn hỏi về chính sách học bổng cho sinh viên năm nhất
Có ai ko vao đc cổng thông tin của bộ ko v
Đỗ r hihi
Trượt
Chớm trượt
Quang Huy
Triệu Thị Thu Hằng đi họtt đi
trường có ngành nào còn chỉ tiêu để em xin chuyển ngành với 
Trường mình có xe buýt nội bộ không ạ
Em rất vui khi thấy mọi người đều nhiệt tình
Gia Huy Trọng Nghĩa mình đã nhận được giấy báo chưa
Em muốn hỏi về quy định sử dụng thư viện
Trường ơi điểm chuẩn chính thức bao giờ công bố ạ
Em thấy việc tìm trọ khó khăn quá
Em chưa nhận được mail trúng tuyển, lo quá
Quang Minh Đức Anh điểm mình có đỗ không nhỉ
Em muốn hỏi về việc học lại các môn đại cương
Trường có đợt xét tuyển bổ sung nữa không ạ
Em thấy thông tin tuyển sinh hơi mơ hồ
Hương Ly Thúy Hằng chuẩn bị hồ sơ cẩn thận nha
Em muốn hỏi về thời hạn nộp học phí
Trg có quy định về giờ giấc ở trọ k
Mình muốn hỏi về việc sử dụng điện nước ở trọ
Em nên thuê trọ có gác lửng hay phòng thường
Trg có hỗ trợ sv khi mất đồ ở trọ k
Mình muốn hỏi về các dịch vụ sửa chữa trọ
Em thấy trọ có đầy đủ tiện nghi k
Trg có hỗ trợ sv tìm việc làm thêm gần trọ k
Mình muốn hỏi về các vấn đề an ninh trọ
Em nên thuê trọ 1 mình hay ở ghép
Trg có hỗ trợ sv khi chủ trọ tăng giá k
Trường ơi ký túc xá còn phòng không ạ
Em thấy chi phí sinh hoạt ở Thái Nguyên thế nào ạ
Quỳnh Như Mạnh Cường mình có cần nhập học online không
Em muốn hỏi về các vấn đề liên quan đến giấy báo trúng tuyển
Trường ơi sao lâu có điểm chuẩn quá vậy
Em thấy hơi lo lắng về việc học đại học
Trần Văn Hoàng Dương đăng ký xong rồi mà vẫn chưa thấy thông báo gì
Em muốn hỏi về chính sách miễn giảm học phí
Trường mình có tổ chức khai giảng không ạ
Mình thấy chi phí ở KTX rẻ hơn trọ nhiều
