raw_text
Khi nào trường xét tuyển bổ sung vậy ạ
cùng ngành ttđpt kết giao ạ
Đã có giấy báo trúng tuyển và nhập học về mail chưa ạ
kỹ thuật phần mềm xin cánh tay ạ
Có bạn nào kinh nghiệm tìm phòng trọ khu vực trường công nghệ thông tin Thái nguyên không a. Chia sẻ cho mình ít kinh nghiệm mình cảm ơn
Nhà trường khi nào xét tuyển bổ sung đợt 2 vậy ạ
"Điểm học bạ của con mình 25,5 đỗ cntt khum nhỉ"
Trường có tuyển bổ xung đợt 2 không ạ
Có ai có mail trường gửi về chưa ạ:)))
Trường lên cho em hồ sơ nhập học đii trường.
Cho hỏi trường có ngành nào xét khối A01 không ạ
Ngành mạng máy tính và truyền thông dữ liệu bị khai tử rồi
Điểm thấp hơn cả năm ngoái
Trường có đợt 2 không ạ
Đăng ký rồi nhưng đặt nv2
Nếu con nhập học trực tiếp thì ko phải nhập online đúng không Thầy/Cô ơi ?
Trường mình đã có gmai gửi cho học sinh trưa
có ai tự động hoá k
Trg oi đừng bỏ e
Trường ơi kia là cả điểm xét học bạ lẫn điểm thi ạ
Sao e chưa thấy thông báo gửi về gmail nhỉ
Kiếm bạn học An ninh mạng cho khỏi bỡ ngỡ
em có tên trong danh sách trúng tuyển đợt 1 rồi
Lúc nào có thông báo về gmail ạ
"27,47 điểm học bạ có trúng tuyển ngành vi mạch bán dẫn không ạ"
Bao giờ thì có giấy báo trúng tuyển ạk
Trường ơi bao giờ thì làm thủ tục nhập học v ạ
ai cntt ko
Hoàngg Daăng nè
Nguyễn Xuân Dũng tân sinh viên cntt
truyền thông đa phương tiện chào ae
Cntt chào nhau cái đi:)
Ai khoa học mt khumm
:)) tân sv ngành ttđpt
cntt chào ae nha=))))
Có bạn nào có giấy trúng tuyển và giấy nhập học chưa về mail chưa ạ Mình có tên trong danh sách mà chx thấy gì nên lo quá
Có ai học TMDT không vậy
Mọi người đã có tin nhắn báo trúng tuyển chưa con nhà mình sao vẫn chưa có
Có ai ngành cntt ko làm quen trước đc k:))
công nghệ truyền thông chào mọi người
2k7 đăng ký đồng phục tại đây: http://dkxt.ictu.edu.vn
"E đki trường mih nv2 nè,tin juan k ạ để e đki haha"
Haha có tặng cựu sinh viên K7 ko nhỉ
áo của mik mới khoác đc mấy tiếng còn áo trắng chưa bóc túi...sợ cũ tiếc quá
Đồng phục có rồi chụp ảnh xinh liên hệ anh nhaaaa
E cũng muốn mà e chỉ còn đc đón tân sinh viên mùa này thôi Tiếc ác
Học Viện Hoàng Gia Thái Nguyên
trg còn áo khoác gió ko ạ =))))
Đồng phục xịn vch
Đi học mặc bộ như này luôn ạ
+1 tsv
Em chỉ có 1 mình...
Vì công việc nên ba mẹ không đưa con đi nhập học được. Tràng trai đi một mình. Chúc con mạnh mẽ tự tin trên hành trình mới
Học phí và chất lượng đào tạo của trường cần được nhà trường để ý hơn
Viet Anhh thế mà chiều k gặp nhỉ =))
Thả tim
Chào mừng các bạn tsv về với đại gia đình ICTU
Thái Bảo giờ nhìn béo thế
Dong Mạnh Lý Diệu Linh Đức Mạnh
anh xl các em nay anh ngủ quên khong đón các em được
Toàn Mạnh Đỗ hai ng đẹp trai mà chẳng thấy đâu ra dạiiiiii
Chào mừng các bạn tân sinh viên đến với đại gia đình ICTU
Cũm từng tươi như z nma giờ hết r
Bạn nào có trọ cho mình xin ở ghép với ạ
Sao em đi mà ko gặp ai như trường đăng ạ :)))
Đình Giang bạn đâu?
Đinh Huyền Trang còn cười tươi như này k
Pham Thanh Chuc tôi thấy có con kiến
em mặc váy được k trường ??
"Góp ý là trường chụp cái ảnh khác chào chuẩn hơn đi, chào mỗi đứa sai 1 kiểu ngứa mắt quá"
Không xe không nhà thì ở lại nhà wc trường được không ạ?
Quang Minh Hoàng Hùng alo
Ê Minh MInh A Tráng
CHeck check Hùng hoàng linh xuân anh
nghe nói ae bảo hết phòng ở KTX chắc ở ngủ ngoài đường thôi=))))
mọi người cũng háo hức tìm trọ như mình nha
Tình hình là em sắp ngủ đường rồi trường ơi =))
Trường mình k khải giảng đâu pk ạ
Mọi người cho mình xin địa chỉ trường để đưa con da mà bây giờ da thì còn phòng trọ không nữa mọi người
nhà nghèo mỗi tháng mẹ đưa 1m cho bố bố bắn cho có 500k thì còn phòng wc cho em không ạ?
Admin cho mình hỏi đã có thông báo về tuyển sinh bổ sung chưa ạ ?
Các bé tân sinh viên mua giày ghé shop nhaaaa
trường còn đợt xét tuyển bổ sung kh vậy
kiếm trọ gấp lun ai nam cho ở ghép được ko tui cx lọ mọ tìm trọ mãi
Nhà e thuộc hộ cận nghèo giờ đăng ký ở ký túc có được ko ạ?
Vương Uyên Huyền Trang có tụi mình á mà ktx có thang máy k m
Trường mùng mấy là bắt đầu học vậy
Trần Lâm Anh k thấy có tên
Mai Như Where's our name?
Giờ đk có được ở ký túc không v
Diệp Ngọc Luân mình có 3km phê nhỉ
em ở gầm cầu
https://tuyensinh.ictu.edu.vn/hdnh25
Trường mình có mở đky đợt hai k ạ
Trường ơi sao giờ con mình vẫn chưa có một tin nhắn hay thông báo là trúng tuyển vậy
Trường mình có xét tuyển bổ xung đợt 2 không nhỉ
Trường còn xét đợt 2 k ạ
Mình ko nhận được giấy báo trên gmail
Bao giờ trường mở xét tuyển đọt 2 ad ơi
"trước em đnhap bth mà giờ em đnhap lại app ghi sai mật khẩu được nhỉ, em kh quên mật khẩu"
Các ace ơi liệu xung quanh trường còn trọ k ạ
mjk đăng kí ở KTX ở đâu vậy ạ
lỗi chưa thanh toán nv trên hệ thống bộ nm xét tuyển hb web trường roi thì có vô đkhong nhỉ
K biet truong lay theo diem Hb. Hay diem Dh
Hồi hộp quá
Một sự im lặng đáng thất vọng!
"20,55 liệu có đỗ truyền thông đa phương tiện kh ạ"
Ngày mai ictu đừng làm em đau tim đó
Mình muốn thuê phòng trọ cho con gái gần trường ạ cả nhà ai có phòng cho thuê K ạ
Trường chưa có điểm chuẩn ạ
Biết là nay thông báo mà mấy giờ nhỉ mọi người
e lưu lưu sẵn mẫu giật giật ròi chỉ đợi trường công bố điểm chuẩn nữa thoai:)))
cho em hỏi em bị huyết áp có cần nộp giấy sức khỏe không ạ
Nam 2024 lay 21 diem . Nam nay.k biet lay bn
có điểm chưa trường ơiii e sốt ruột quá
Điểm tốt nghiệp ko cao có đc tính học bạ ki nhỉ
Thế Huy đỗ rồi bạn ơi
mấy h trường mình công bố điểm chuẩn vậy ạ
Em hóng quá
Trường mình vẫn chưa có điểm chuẩn!
Lương Quỳnh kìa e chuẩn bị tinh thần thoi
Dung Hà 2 hôm nữa
chào ae thái nguyên làm quen
tầm mấy giờ vậy ạ
có giấy trúng tuyển gửi về mail chưa ạ
Nếu chưa nộp lệ phí có đỗ k ạ
bao giờ có đợt 2 vậy
ICTU vì yêu mà đến
Chưa có điểm chuẩn ạ
Em háo hức được đi học quá ạ
Chờ điểm chuẩn của trường
Yêu lắm ICTU
Phạm Đăng KhiêmDương HiếuMinh liệm
Thế phải chờ 2 hôm nữa hat
Giờ báo điểm chuẩn chưa nhỉ
Háo hức ghê
"Shop ơi bế em đii,làm ơnn!"
có điểm chuẩn chưa ạ
Vâng e chờ
Em muốn hỏi về các chi phí ẩn khi thuê trọ
Trg có hỗ trợ sv khi bị lừa đảo thuê trọ k
Mình muốn hỏi về việc giải quyết tranh chấp trọ
Em thấy trọ gần trg có ồn ào k
Mình muốn hỏi về việc lấy lại tiền cọc trọ
Em thấy trọ có wifi mạnh k
Trg có hỗ trợ sv khi bị đuổi khỏi trọ k
Mình muốn hỏi về việc chấm dứt hợp đồng trọ
Em nên chọn trọ có bảo vệ k
Trg có hỗ trợ sv khi gặp sự cố ở trọ k
Mình muốn hỏi về các vấn đề pháp lý trọ
Em thấy trọ có gần chợ k
Trg có hỗ trợ sv khi cần chuyển trọ gấp k
Mình muốn hỏi về các khu vực an toàn để thuê trọ
Em thấy trọ có chỗ để xe rộng k
Trg có hỗ trợ sv khi bị mất cắp k
Lan Anh lâu vãi
Minh Quânn cố lên sắp tới rồi
Khánh Ly tận 21đ
Ngọc Khánhc
Mong gặp các em
Nếu trúng tuyển thì giấy báo được gửi qua đâu vậy ạ
Long lâu quá bro:))
Nguyễn DiệuDo Nhung tham khảo đi đỗ khong
Hóng quá ạ không biết em có đỗ không ạ
https://www.facebook.com/groups/1258666674697288
Diễm Kiều
Bắc Trung Nam
Vi Mạnh Kiênn
Nguyễn Tú
KhánhLy Lucy
Hoàngg Dawng
Không bít là hoạt động đón tân sinh viên chỉ cần đăng ký trên SV nét rồi đi hay phải đk bên nào khác để lấy danh sách ạ ???
Hôm đấy phải mặc áo sơ mi trắng không ạ
Em nhà hơi xa đến muộn xíu nên muốn hỏi chút là sáng trường mình bình thường làm việc đến mấy giờ là nghỉ rồi ạ
Nhà xe của trường thì đi cổng trước hay cổng sau vào vậy ạ
Nên đi sớm hơn thời gian trên giấy báo nhập học đc ko ạ sợ đi đúng giờ thì đông bạn tới hơn:))
thư m8 thì m8 đi nhập học đúng k ạ
trường chụp ảnh xong có xingtu k ạ??
"Được nhập học sớm 1 ngày ko trường, em 9/9 mới nhập học, nhưng lên 8/9 đc khum, tại nhà em có việc vào 9/9 :))"
oaaaa có được các anh chị cầm tay chỉ không ạ
Hẳn là “biết đâu nên chuyện”
 nêu bật các em k24 của mk đâu vào chấm đi để còn biết hỗ trợ 1-1 này :))
đi sớm liệu xong sớm k nhỉ
Anh Bao tân sinh viên vào xem đi nè
Chụp ảnh thẻ đc đeo kính cận k trg
Khánh Ly háo hức lắm ròi nè
e gẫy tay thì viết hồ sơ kiểu gì truonggg oi
Tan Duy nhớ là cứ phải các chị dắt mới vào nhé
Cần chj nào dẫn đi tham quan trường ạ
Nguyễn Đức Huy Minh Quý chắc là nên chuyện r=)))))))
Hay mai làm tân sinh viên nhập học nhể
ai tự động hoá k
Trường có biên lai chuyển khoản không ạ
Nguyen Thi Linh uê chụp ảnh thẻ kìa=)))
Ai đi nhập học với mình không Linh Luong Nguyen Phuong Anh
Cảm giác lúc ấy sẽ tê đến mức nào
Xem sang năm chỉ việc đi:))
Lưu Vũ a đón e nhập học nhé
"Hehehe các em tsv mau tới đây hehehe N. Hồng Liên
kkk"
lại còn biết đâu nên chuyện nữa hả trường =))
Ngọc Huyền cố đi nha ci
Đặng Thị Lưu Ly cbi đón các em
Duong Thi Hoai Linh háo hức đi học quá ạ
Hoàng Đình Bách sắp rồi
Chụp ảnh thẻ là bắt buộc ạ? Không được mang ảnh thẻ của bản thân chụp sẵn dán vào hồ sơ ạ
Bộ phận hỗ trợ tìm phòng hộ thế có phòng sau khi hỗ trợ hông ạ
Hoàng Hiệp triệu hồi anh hiệp ra che ô cho iem:)
"Sao lại có phần chụp ảnh thẻ vậy
trường có pts cho mình ko ạ"
Nguyễn Thu Hằng dài hơn sớ
Vũ Duy chan deee
Phương Linh đấy còn tính lên nhập học xong về =))
thư của e là ngày 8 thì hôm đấy ms đi nhập học đúng k ạ
Nốt cái hlw để ra trường nào
Na Yukirikawa trường iem thật oách xà lách:))
Ý là tính lên nhập học xong về luôn ấy:)))))
tìm bạn cùng ngành qtkd số (làm wen trc cho đỡ bớ ngớ)
ngon thi
Quỳnh Trang này nhập học xong về kiểu gì tr
Nhập học muộn hơn ngày được báo được không ạ?
tuyệt quá
Từ ngày 25/8-31/8 các bạn sẽ nhập thông tin Online. 6/9-9/9 sẽ nhập học trực tiếp tại trường. Sau đó sẽ học chính trị đầu khóa và 15/9 học chính thức
háo hức quá sắp +20đ nk ạ
"Khu mình còn 1 phòng trọ , 2.500 , có thang máy , có đh nl , cổng vân tay , chủ trọ thân thiện dễ mến bạn nào chưa tìm đc trọ thì inbox mình nhe"
Cuối cùng cbj đc học đại học ictu ngày đầu tiên háo hức quá
Tân sinh viên thì đăng ký tín chỉ từ ngày bao nhiêu vậy ạ
Lại đón các cháu mới jo cơ sở vật chất ngon lắm rùi ko như hồi xưa các chú đi học vẫn Khoa Công Nghệ Thông Tin thuộc đại học Thái Nguyên
Em 2k7 tìm bạn học chính trị cùng cho đỡ bỡ ngỡ ạ
háo hức thật rồi ạ
háo hức quá đi ạ
Quỳnh Tứ chuẩn bị đi tìm trọ dần thôi:))))
=)) vậy mà trường cho k23 nghỉ hè hẳn 2 tuần
"Được nghỉ hè có 2 tuần thì sao đâu =))) đợt năm 2, k21 nghỉ hẳn 3 ngày xong đi học đây =))) vừa thi xong, 3 ngày sau đi học =)))"
Quá tinh tế
Trường tâm lý quá ạ
trường gì mà tinh tế thế ạ
trường cho k23 nghỉ chưa đc 2 tuần thầy ơi năm 2 có đc nghỉ 4 tháng kh thầy
Đã học đc 7 tuần lại sắp thi rồi sao... Oh no
ICTU tinh tế quá ạ
thầy cho bọn e quay về thời học 2-3 tiết một hôm đi ạ
Có mỗi nhược điểm là nếu em nào không có phòng trọ sẵn thì hơi khó tìm vì…
TSV k24 cũng muốn ứng cử ạ
Nguyễnn T. Liễuu Lâm Diệu Linh đi che ô cho các e
ICTU News thầy ơi tạo nhóm số 2 đi ạ nhóm kia max rr ạ
Jẳm Phương Linh buồn quá vướng lịch học bù:))))
"Nay con mình vào được các chị dẫn đi , che ô cho nhưng con mình bảo chị ấy lùn con lại cầm ô cho"
"chưa thấy tình nguyện viên chỗ nào nhiệt tình, đáng yêu, dễ gần như các anh chị trường này"
chắc mỗi t bị tình nguyện viên bơ mất nắng thấy bà nhìn ngta dc che ô mình thì k
Ấn tượng đầu tiên đến trường là thấy các bạn tình nguyện viên thật tuyệt vời cảm ơn các bạn rất nhiều
Các tình nguyện viên rất tuyệt vời
Chúc mừng tân SV k24. Chúc con mạnh khỏe học tập tốt
Ngọc Huyền chỉ vì không cầm trang bị là hồ sơ mà 2 bọn tôi đã không được che ô =)))
Cảm ơn các b Tình nguyện viên nhé
đông hơn quân mông
Cảm ơn các tình nguyện viên rất nhiều
Thấy các anh chị khóa trên thân thiện là em mừng rồi
Ai ngành TMDT không làm quen nha
Hóng ngày được gặp các bạn cùng lớp
Trường có hội sinh viên đồng hương không ạ
Đã có lịch học thể chất chưa ạ
Chúc các em K24 đạt kết quả cao trong học tập
Cảm ơn các bạn TNV đã che ô cho em
Trường có các hoạt động tình nguyện không ạ
Điểm học bạ của con mình 24.5 liệu có đỗ CNTT không nhỉ Hồi hộp quá.
khi nào xét tuyển bổ sung đợt 2 vậy ạ
Nhà trường có đợt 2 không ạ
Điểm thấp hơn cả năm ngoái
Mail thông báo trúng tuyển vẫn chưa thấy về
Sao em chưa thấy thông báo gửi về gmail nhỉ
